,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0XTNLVKxvFbYna7FiJtfHA,lau-pa-sat-singapore-2,level33-singapore-4,tiong-bahru-bakery-singapore-4,the-book-cafe-singapore,group-therapy-coffee-singapore,strangers-reunion-singapore,common-man-coffee-roasters-singapore,maxwell-food-centre-singapore-3,fayidha-singapore,twg-tea-on-the-bay-singapore,wild-honey-singapore-3,nanyang-old-coffee-singapore,my-awesome-cafe-singapore,tobys-estate-singapore,tiong-bahru-bakery-singapore-3,jewel-coffee-singapore-8,ps-cafe-singapore-8,sarnies-singapore,wheelers-yard-singapore,pacamara-boutique-coffee-roasters-singapore
0gBy-cIXe0DQKhFjifu68Q,tiong-bahru-food-market-and-hawker-centre-singapore,spize-singapore-2,the-book-cafe-singapore,privé-café-singapore,chye-seng-huat-hardware-singapore,tiong-bahru-bakery-singapore-4,paul-singapore-3,nanyang-old-coffee-singapore,level33-singapore-4,foong-kee-coffee-shop-singapore,sarnies-singapore,dal-komm-coffee-singapore,carpenter-and-cook-singapore,living-cafe-and-deli-singapore,kith-cafe-singapore,lau-pa-sat-singapore-2,lolas-cafe-singapore,flor-patisserie-singapore,group-therapy-coffee-singapore,toms-palette-singapore
0jmAZwCwQN9ByyWsLx7khA,the-book-cafe-singapore,spize-singapore-2,the-coconut-club-singapore,laurent-bernard-chocolatier-singapore,da-paolo-gastronomia-bukit-timah-bukit-timah,twg-tea-singapore-3,freshly-baked-by-le-bijoux-singapore,tiong-bahru-bakery-singapore-3,toms-palette-singapore,tiong-bahru-food-market-and-hawker-centre-singapore,wanna-cuppa-singapore,privé-café-singapore,coffee-and-toast-singapore,nanyang-old-coffee-singapore,j-co-donuts-and-coffee-singapore,joe-and-dough-singapore-4,killiney-kopitiam-singapore-4,lau-pa-sat-singapore-2,killiney-kopitiam-singapore-9,ps-cafe-singapore-8
0nSzAzzqVUY1W-D-IVvu_A,pacamara-boutique-coffee-roasters-singapore,flock-café-singapore,guac-and-go-singapore,maxwell-food-centre-singapore-3,two-men-bagel-house-singapore,crossings-cafe-singapore,ps-cafe-petit-singapore,tiong-bahru-bakery-singapore-4,strangers-reunion-singapore,sarnies-singapore,d-good-cafe-singapore,food-for-thought-singapore,the-lokal-singapore,black-and-ink-no-title,one-man-coffee-singapore,tolidos-espresso-nook-singapore-3,keong-saik-bakery-singapore,nylon-coffee-roasters-singapore,percolate-singapore,old-airport-road-food-centre-singapore
11R2R4nyRpF6nqlXH-JeGQ,tiong-bahru-food-market-and-hawker-centre-singapore,chye-seng-huat-hardware-singapore,paul-singapore-3,tiong-bahru-bakery-singapore-4,maxwell-food-centre-singapore-3,patisserie-g-singapore,fika-singapore,spize-singapore-2,drips-singapore,level33-singapore-4,the-assembly-ground-singapore,symmetry-singapore,flor-patisserie-singapore,tiong-bahru-bakery-singapore,lolas-cafe-singapore,tong-heng-singapore-3,ps-cafe-petit-singapore,hoshino-coffee-singapore,lau-pa-sat-singapore-2,privé-café-singapore
1Q2GYf4LGZiJ-r3kvKvGWg,maxwell-food-centre-singapore-3,guac-and-go-singapore,pantler-singapore,old-airport-road-food-centre-singapore,tolidos-espresso-nook-singapore-3,café-mosaic-singapore,wild-honey-singapore-3,toast-box-singapore-24,old-hen-coffee-bar-singapore-2,two-men-bagel-house-singapore,percolate-singapore,hill-street-coffee-shop-singapore,grain-traders-singapore,the-fabulous-baker-boy-singapore,meng-kitchen-singapore,flock-café-singapore,the-bao-makers-singapore,pacamara-boutique-coffee-roasters-singapore,commune-singapore,starbucks-singapore-24
1Sxapu-7u6YpmmhVPsLuKQ,the-book-cafe-singapore,lau-pa-sat-singapore-2,level33-singapore-4,spize-singapore-2,tiong-bahru-bakery-singapore-4,privé-café-singapore,common-man-coffee-roasters-singapore,tiong-bahru-bakery-singapore-3,nanyang-old-coffee-singapore,group-therapy-coffee-singapore,chye-seng-huat-hardware-singapore,laurent-bernard-chocolatier-singapore,tiong-bahru-food-market-and-hawker-centre-singapore,ps-cafe-singapore-8,toms-palette-singapore,da-paolo-gastronomia-bukit-timah-bukit-timah,jimmy-monkey-cafe-and-bar-singapore,twg-tea-on-the-bay-singapore,carpenter-and-cook-singapore,sarnies-singapore
1UZs_9wFHP4NR_62LwGD6g,maxwell-food-centre-singapore-3,tiong-bahru-bakery-singapore-4,strangers-reunion-singapore,old-airport-road-food-centre-singapore,ps-cafe-petit-singapore,tiong-bahru-food-market-and-hawker-centre-singapore,nylon-coffee-roasters-singapore,wheelers-yard-singapore,drips-singapore,group-therapy-coffee-singapore,the-assembly-ground-singapore,pacamara-boutique-coffee-roasters-singapore,level33-singapore-4,percolate-singapore,paul-singapore-3,chye-seng-huat-hardware-singapore,watanabe-coffee-singapore,pantler-singapore,patisserie-g-singapore,hoshino-coffee-singapore
1WKZZ0FGM1Tz-UvPD03Ttg,jimmy-monkey-cafe-and-bar-singapore,the-book-cafe-singapore,chye-seng-huat-hardware-singapore,oriole-coffee-bar-singapore-2,tiong-bahru-bakery-singapore-4,the-coffee-academics-singapore,wild-honey-singapore-3,ps-cafe-singapore-8,starbucks-singapore-100,asanoya-singapore,da-paolo-gastronomia-holland-village-singapore-2,food-for-thought-singapore,sarnies-singapore,la-ristrettos-singapore,group-therapy-coffee-singapore,cafe-melba-singapore,clinton-street-baking-company-and-restaurant-singapore,sunday-folks-singapore,flock-café-singapore,curious-palette-singapore
1sU1q-fF-TGoFUUM6BVxIg,two-men-bagel-house-singapore,the-book-cafe-singapore,pacamara-boutique-coffee-roasters-singapore,lau-pa-sat-singapore-2,tiong-bahru-bakery-singapore-3,tolidos-espresso-nook-singapore-3,sarnies-singapore,the-lokal-singapore,sunday-folks-singapore,clinton-street-baking-company-and-restaurant-singapore,ps-cafe-singapore-8,maxwell-food-centre-singapore-3,da-paolo-gastronomia-marina-bay-sands-singapore,nunsongyee-korean-dessert-cafe-singapore-3,tuk-tuk-cha-singapore-2,the-coffee-shot-singapore,flock-café-singapore,starbucks-singapore-24,la-ristrettos-singapore,5-the-moments-cafe-singapore
1tQfj737uhgdKcQ-5akTdA,maxwell-food-centre-singapore-3,old-airport-road-food-centre-singapore,pantler-singapore,the-fabulous-baker-boy-singapore,guac-and-go-singapore,tiong-bahru-bakery-singapore-4,two-men-bagel-house-singapore,toms-palette-singapore,ps-cafe-petit-singapore,pacamara-boutique-coffee-roasters-singapore,strangers-reunion-singapore,wheelers-yard-singapore,tiong-bahru-food-market-and-hawker-centre-singapore,old-hen-coffee-bar-singapore-2,tolidos-espresso-nook-singapore-3,paul-singapore-3,food-for-thought-singapore,café-mosaic-singapore,the-muffinry-bakery-and-cafe-singapore,the-book-cafe-singapore
1wWXchH7yRlFCxfC4dkQnA,food-for-thought-singapore,maxwell-food-centre-singapore-3,old-airport-road-food-centre-singapore,the-fabulous-baker-boy-singapore,d-good-cafe-singapore,wimbly-lu-chocolate-cafe-company-singapore,paul-singapore-3,jones-the-grocer-singapore-3,guac-and-go-singapore,strangers-reunion-singapore,flock-café-singapore,artisan-boulangerie-co-singapore-7,the-muffinry-bakery-and-cafe-singapore,two-men-bagel-house-singapore,professor-brawn-cafe-singapore,chye-seng-huat-hardware-singapore,drips-singapore,group-therapy-coffee-singapore,waterfall-cafe-singapore,open-farm-community-singapore
2BKqNWXvukhZdq6_8Gbfxg,chye-seng-huat-hardware-singapore,lolas-cafe-singapore,tiong-bahru-food-market-and-hawker-centre-singapore,tiong-bahru-bakery-singapore-4,paul-singapore-3,spize-singapore-2,dal-komm-coffee-singapore,the-book-cafe-singapore,nylon-coffee-roasters-singapore,foong-kee-coffee-shop-singapore,drury-lane-singapore,living-cafe-and-deli-singapore,jimmy-monkey-cafe-and-bar-singapore,group-therapy-coffee-singapore,sarnies-singapore,carpenter-and-cook-singapore,the-assembly-ground-singapore,le-cafe-confectionery-and-pastry-singapore,twg-tea-singapore-3,privé-café-singapore
2F38Uc4UNNbFVdyUUnBjOA,heavenly-wang-singapore-9,the-book-cafe-singapore,sarnies-singapore,living-cafe-and-deli-singapore,asanoya-singapore,lau-pa-sat-singapore-2,petit-menu-singapore-2,dal-komm-coffee-singapore,sunday-folks-singapore,jimmy-monkey-cafe-and-bar-singapore,privé-café-singapore,the-lokal-singapore,la-ristrettos-singapore,tiong-bahru-bakery-singapore-3,suzette-singapore,the-providore-singapore-3,level33-singapore-4,the-populus-coffee-and-food-co-singapore,boufe-boutique-cafe-singapore,carpenter-and-cook-singapore
2HchhLgGj16aITZGVy0hqA,tiong-bahru-food-market-and-hawker-centre-singapore,maxwell-food-centre-singapore-3,hong-lim-market-and-food-centre-singapore,privé-café-singapore,freshly-baked-by-le-bijoux-singapore,spize-singapore-2,paul-singapore-3,lau-pa-sat-singapore-2,hoshino-coffee-singapore,chin-chin-restaurant-singapore,fika-singapore,patisserie-g-singapore,level33-singapore-4,tiong-bahru-bakery-singapore-4,nanyang-old-coffee-singapore,old-hen-coffee-bar-singapore-2,geisha-specialty-coffee-singapore,kith-cafe-singapore,tiong-bahru-bakery-singapore,the-book-cafe-singapore
2M1e-8uHpNVcerx_yPPI_g,maxwell-food-centre-singapore-3,ps-cafe-petit-singapore,tiong-bahru-bakery-singapore-4,old-airport-road-food-centre-singapore,strangers-reunion-singapore,pacamara-boutique-coffee-roasters-singapore,the-assembly-ground-singapore,pantler-singapore,toms-palette-singapore,guac-and-go-singapore,ps-cafe-singapore-8,violet-oons-kitchen-singapore,ps-cafe-singapore-7,crossings-cafe-singapore,old-hen-coffee-bar-singapore-2,food-for-thought-singapore,the-book-cafe-singapore,tiong-bahru-food-market-and-hawker-centre-singapore,flock-café-singapore,wild-honey-singapore-3
2WM3DmJG-wUrndxkMVtRsQ,tiong-bahru-bakery-singapore-4,chye-seng-huat-hardware-singapore,the-assembly-ground-singapore,maxwell-food-centre-singapore-3,strangers-reunion-singapore,ps-cafe-petit-singapore,nylon-coffee-roasters-singapore,violet-oons-kitchen-singapore,cafe-melba-singapore,group-therapy-coffee-singapore,lolas-cafe-singapore,toms-palette-singapore,old-airport-road-food-centre-singapore,wheelers-yard-singapore,the-book-cafe-singapore,sarnies-singapore,tiong-bahru-food-market-and-hawker-centre-singapore,the-orange-thimble-singapore,paul-singapore-3,watanabe-coffee-singapore
2aJZEdicQUqqOQG5-pwe-Q,tiong-bahru-bakery-singapore-4,strangers-reunion-singapore,group-therapy-coffee-singapore,chye-seng-huat-hardware-singapore,cafe-melba-singapore,nylon-coffee-roasters-singapore,the-orange-thimble-singapore,tobys-estate-singapore,oriole-coffee-bar-singapore-2,wild-honey-singapore-3,maxwell-food-centre-singapore-3,common-man-coffee-roasters-singapore,twg-tea-on-the-bay-singapore,ps-cafe-petit-singapore,food-for-thought-singapore,jimmy-monkey-cafe-and-bar-singapore,old-airport-road-food-centre-singapore,penny-university-singapore,pacamara-boutique-coffee-roasters-singapore,flock-café-singapore
2arW6KJ-BAoAfNrYC7zaPA,food-for-thought-singapore,wimbly-lu-chocolate-cafe-company-singapore,d-good-cafe-singapore,maxwell-food-centre-singapore-3,crossings-cafe-singapore,two-men-bagel-house-singapore,nylon-coffee-roasters-singapore,chye-seng-huat-hardware-singapore,bread-and-hearth-singapore,caffe-beviamo-tanglin-mall-singapore,flock-café-singapore,jones-the-grocer-singapore-3,hoshino-coffee-singapore-6,the-fabulous-baker-boy-singapore,black-and-ink-no-title,nassim-hill-bakery-bistro-bar-singapore,cafe-melba-singapore,simply-bread-singapore-2,old-airport-road-food-centre-singapore,paddy-hills-singapore
2jTqpqHAQnIzIfwHdaOiqQ,old-airport-road-food-centre-singapore,maxwell-food-centre-singapore-3,food-for-thought-singapore,the-fabulous-baker-boy-singapore,violet-oons-kitchen-singapore,jones-the-grocer-singapore-3,guac-and-go-singapore,strangers-reunion-singapore,pantler-singapore,nassim-hill-bakery-bistro-bar-singapore,ps-cafe-petit-singapore,wheelers-yard-singapore,professor-brawn-cafe-singapore,drips-singapore,d-good-cafe-singapore,the-muffinry-bakery-and-cafe-singapore,caffe-beviamo-tanglin-mall-singapore,paul-singapore-3,old-town-white-coffee-singapore-8,simply-bread-singapore-2
2mE_9VmYIoUrf78R2decIQ,tiong-bahru-bakery-singapore-4,ps-cafe-petit-singapore,chye-seng-huat-hardware-singapore,strangers-reunion-singapore,violet-oons-kitchen-singapore,maxwell-food-centre-singapore-3,the-orange-thimble-singapore,wheelers-yard-singapore,cafe-melba-singapore,group-therapy-coffee-singapore,nassim-hill-bakery-bistro-bar-singapore,nylon-coffee-roasters-singapore,food-for-thought-singapore,lolas-cafe-singapore,the-assembly-ground-singapore,crossings-cafe-singapore,twg-tea-on-the-bay-singapore,toms-palette-singapore,starbucks-singapore-100,pacamara-boutique-coffee-roasters-singapore
2zbO5Cpuu0svXn3br0T84Q,food-for-thought-singapore,chye-seng-huat-hardware-singapore,da-paolo-gastronomia-holland-village-singapore-2,twg-tea-singapore-3,cafe-melba-singapore,da-paolo-gastronomia-bukit-timah-bukit-timah,crossings-cafe-singapore,the-book-cafe-singapore,la-ristrettos-singapore,flock-café-singapore,jimmy-monkey-cafe-and-bar-singapore,the-coffee-academics-singapore,starbucks-singapore-100,lolas-cafe-singapore,the-lokal-singapore,toms-palette-singapore,tiong-bahru-bakery-singapore-4,d-good-cafe-singapore,sarnies-singapore,oriole-coffee-bar-singapore-2
37veRneM-BBpXzSNw-jCGw,the-book-cafe-singapore,ps-cafe-singapore-8,killiney-kopitiam-singapore-4,maxwell-food-centre-singapore-3,spize-singapore-2,da-paolo-gastronomia-bukit-timah-bukit-timah,the-coconut-club-singapore,toms-palette-singapore,clinton-street-baking-company-and-restaurant-singapore,d-good-cafe-singapore,hoshino-coffee-singapore-6,tcc-the-connoisseur-concerto-singapore-10,paul-singapore-3,sunday-folks-singapore,old-hen-coffee-bar-singapore-2,the-coffee-academics-singapore,tiong-bahru-food-market-and-hawker-centre-singapore,pacamara-boutique-coffee-roasters-singapore,privé-café-singapore,ps-cafe-petit-singapore
3CDr4arjc3-u5XSUqIkjig,laurent-bernard-chocolatier-singapore,tiong-bahru-bakery-singapore-3,the-book-cafe-singapore,da-paolo-gastronomia-bukit-timah-bukit-timah,spize-singapore-2,the-coconut-club-singapore,sunday-folks-singapore,lau-pa-sat-singapore-2,jimmy-monkey-cafe-and-bar-singapore,tantric-bar-and-may-wongs-cafe-singapore-2,lolas-cafe-singapore,wellsmoocht-singapore-2,dc-comics-super-heroes-cafe-singapore,petit-menu-singapore-2,max-brenner-chocolate-bar-singapore-2,hoshino-coffee-singapore-6,living-cafe-and-deli-singapore,paul-singapore-3,chye-seng-huat-hardware-singapore,dal-komm-coffee-singapore
3KYixk4HwDBFFBwws__tkw,chye-seng-huat-hardware-singapore,wimbly-lu-chocolate-cafe-company-singapore,food-for-thought-singapore,paul-singapore-3,killiney-kopitiam-singapore-4,caffe-beviamo-tanglin-mall-singapore,lolas-cafe-singapore,d-good-cafe-singapore,dulcet-and-studio-singapore,twg-tea-singapore-3,symmetry-singapore,the-fabulous-baker-boy-singapore,drips-singapore,artisan-boulangerie-co-singapore-7,tiong-bahru-bakery-singapore-4,waterfall-cafe-singapore,hoshino-coffee-singapore-6,nylon-coffee-roasters-singapore,cedele-singapore-4,the-royals-cafe-singapore
3LMZ79mM8jGLMyCa6-D4nw,old-airport-road-food-centre-singapore,maxwell-food-centre-singapore-3,chye-seng-huat-hardware-singapore,tiong-bahru-bakery-singapore-4,tiong-bahru-food-market-and-hawker-centre-singapore,nylon-coffee-roasters-singapore,paul-singapore-3,drips-singapore,group-therapy-coffee-singapore,strangers-reunion-singapore,fika-singapore,hoshino-coffee-singapore,kith-cafe-singapore,the-fabulous-baker-boy-singapore,manicurious-singapore,rich-and-good-cake-shop-singapore,penny-university-singapore,lolas-cafe-singapore,the-assembly-ground-singapore,food-for-thought-singapore
3MMTwPtpiMlBDe-p07XK9A,tiong-bahru-bakery-singapore-4,chye-seng-huat-hardware-singapore,strangers-reunion-singapore,group-therapy-coffee-singapore,nylon-coffee-roasters-singapore,the-assembly-ground-singapore,maxwell-food-centre-singapore-3,tiong-bahru-food-market-and-hawker-centre-singapore,ps-cafe-petit-singapore,level33-singapore-4,old-airport-road-food-centre-singapore,paul-singapore-3,wheelers-yard-singapore,lolas-cafe-singapore,watanabe-coffee-singapore,cafe-melba-singapore,common-man-coffee-roasters-singapore,foong-kee-coffee-shop-singapore,sarnies-singapore,fika-singapore
3S53VaMDPy8Lywk2TuPb4A,tiong-bahru-food-market-and-hawker-centre-singapore,tiong-bahru-bakery-singapore-4,the-book-cafe-singapore,privé-café-singapore,chye-seng-huat-hardware-singapore,spize-singapore-2,lau-pa-sat-singapore-2,level33-singapore-4,paul-singapore-3,maxwell-food-centre-singapore-3,hoshino-coffee-singapore,group-therapy-coffee-singapore,carpenter-and-cook-singapore,kith-cafe-singapore,strangers-reunion-singapore,freshly-baked-by-le-bijoux-singapore,nanyang-old-coffee-singapore,old-hen-coffee-bar-singapore-2,ps-cafe-singapore-8,wild-honey-singapore-3
3UfaNU33lD86wnyAIwyhzA,lau-pa-sat-singapore-2,wild-honey-singapore-3,freshly-baked-by-le-bijoux-singapore,the-book-cafe-singapore,level33-singapore-4,privé-café-singapore,tiong-bahru-food-market-and-hawker-centre-singapore,tiong-bahru-bakery-singapore-3,chin-chin-restaurant-singapore,tiong-bahru-bakery-singapore-4,nanyang-old-coffee-singapore,oriole-coffee-bar-singapore-2,old-hen-coffee-bar-singapore-2,joe-and-dough-singapore-4,maxwell-food-centre-singapore-3,the-lokal-singapore,carpenter-and-cook-singapore,pacamara-boutique-coffee-roasters-singapore,boufe-boutique-cafe-singapore,laurent-bernard-chocolatier-singapore
3c22LgxU9DkpT8oF74754g,tiong-bahru-bakery-singapore-4,strangers-reunion-singapore,nylon-coffee-roasters-singapore,group-therapy-coffee-singapore,old-airport-road-food-centre-singapore,chye-seng-huat-hardware-singapore,maxwell-food-centre-singapore-3,penny-university-singapore,drips-singapore,food-for-thought-singapore,cafe-melba-singapore,hoshino-coffee-singapore,the-orange-thimble-singapore,paul-singapore-3,waterfall-cafe-singapore,symmetry-singapore,wimbly-lu-chocolate-cafe-company-singapore,flock-café-singapore,the-fabulous-baker-boy-singapore,oriole-coffee-bar-singapore-2
3g_vgaCNlvR5uKmUkSz8Rw,tiong-bahru-bakery-singapore-4,the-assembly-ground-singapore,ps-cafe-petit-singapore,nylon-coffee-roasters-singapore,strangers-reunion-singapore,chye-seng-huat-hardware-singapore,violet-oons-kitchen-singapore,crossings-cafe-singapore,cafe-melba-singapore,maxwell-food-centre-singapore-3,sarnies-singapore,pacamara-boutique-coffee-roasters-singapore,toms-palette-singapore,the-orange-thimble-singapore,lolas-cafe-singapore,wheelers-yard-singapore,the-lokal-singapore,group-therapy-coffee-singapore,old-airport-road-food-centre-singapore,watanabe-coffee-singapore
41MtZiv6L0dB4S9NdnO6_g,tiong-bahru-food-market-and-hawker-centre-singapore,hoshino-coffee-singapore,chye-seng-huat-hardware-singapore,maxwell-food-centre-singapore-3,tiong-bahru-bakery-singapore-4,paul-singapore-3,penny-university-singapore,old-airport-road-food-centre-singapore,symmetry-singapore,drips-singapore,fika-singapore,waterfall-cafe-singapore,group-therapy-coffee-singapore,strangers-reunion-singapore,the-bravery-cafe-singapore,freshly-baked-by-le-bijoux-singapore,group-therapy-cafe-singapore,level33-singapore-4,privé-café-singapore,kith-cafe-singapore
