id,alias,name,image_url,is_closed,url,review_count,categories,rating,price,address,display_phone,latitude,longitude,distance
xqniVNVNvAE1E9Qzf8b_Bw,tiong-bahru-bakery-singapore-4,Tiong Bahru Bakery,https://s3-media4.fl.yelpcdn.com/bphoto/RfwcH7BQ4rnFkepV5IojUQ/o.jpg,False,https://www.yelp.com/biz/tiong-bahru-bakery-singapore-4?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,69,"['cafes', 'bakeries']",4.0,$$,"56 Eng Hoon St, #01-70, Singapore 160056, Singapore",+65 6220 3430,1.28428,103.83383,3722.803811945545
2qiPBSGJqwJrzf5lZJWITw,patisserie-g-singapore,Patisserie G,https://s3-media1.fl.yelpcdn.com/bphoto/2opMGz-XwI_8BGjz2d-xXg/o.jpg,False,https://www.yelp.com/biz/patisserie-g-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,26,"['coffee', 'cakeshop', 'breakfast_brunch']",4.0,$$,"9 Raffles Blvd, #01-40, Singapore 039596, Singapore",+65 6338 7578,1.292364,103.859633,2694.989377321586
cO6aT4EzjyJl1pJIn_VhPA,grind-coffee-singapore,Grind Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/ZreoG4mkk-daxUveyMp6Uw/o.jpg,False,https://www.yelp.com/biz/grind-coffee-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,3,['coffee'],5.0,$$,"1 Raffles Place, #01-14/15, Singapore 048616, Singapore",,1.284358,103.8510616,3317.9072048343087
WcplImvDHJWw3VU4o-YYOg,awesome-coffee-singapore,Awesome Coffee,https://s3-media3.fl.yelpcdn.com/bphoto/WzUIo_oDkJEEnkF7SB2ieg/o.jpg,False,https://www.yelp.com/biz/awesome-coffee-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,2,['cafes'],4.0,$,"200 Victoria Street, #B1-K25, Bugis Junction, Singapore 188021, Singapore",+65 9018 0027,1.29966,103.8557129,1848.6756060245043
Mzib8GyKhPpQtOhIK7xlJA,sweetspot-singapore-2,SweetSpot,https://s3-media2.fl.yelpcdn.com/bphoto/uwNCxyD__Usfa3Bdxyz2PA/o.jpg,False,https://www.yelp.com/biz/sweetspot-singapore-2?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,11,"['cafes', 'bakeries', 'juicebars']",4.0,$$,"10 Bayfront Ave, Lobby, Hotel Tower 3, Marina Bay Sands, Singapore 018974, Singapore",+65 6688 8588,1.28221,103.85845,3301.598360633203
MbETVtHRXdEQwA3zKn6Rig,brunches-cafe-singapore-3,Brunches Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/u-CGbUmAk8BD-Kgkeh0bnA/o.jpg,False,https://www.yelp.com/biz/brunches-cafe-singapore-3?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,26,"['coffee', 'bakeries', 'breakfast_brunch']",4.5,$$,"96 Rangoon Rd, Singapore 218375, Singapore",+65 8685 8488,1.314428,103.853973,559.0589934154696
q32QocDgQx2KN53HnuTvOA,boyles-coffee-x-cold-brew-bar-singapore,Boyle's Coffee x Cold Brew Bar,https://s3-media3.fl.yelpcdn.com/bphoto/MCGbLNVPrmG5_U3sdVB_5w/o.jpg,False,https://www.yelp.com/biz/boyles-coffee-x-cold-brew-bar-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,1,['coffee'],5.0,$$,"3 Temasek Boulevard, #B1-106, Singapore 038984, Singapore",+65 6386 7875,1.29605,103.85865,2450.449777712243
ELlfI6dj75OtbEwibLB4eA,hygge-singapore,Hygge,https://s3-media4.fl.yelpcdn.com/bphoto/1URGCtLIjnBgXQeQAQlstw/o.jpg,False,https://www.yelp.com/biz/hygge-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,2,"['desserts', 'cafes', 'coffee']",4.5,$,"37 Haji Lane, Singapore 189243, Singapore",+65 8588 7869,1.30090324902319,103.858958052205,1843.2305580953189
b12Q3IZjMfpvidL5gWrH4A,bacha-coffee-singapore,Bacha Coffee,https://s3-media4.fl.yelpcdn.com/bphoto/9CpIaGG1o8towsjOku0xbw/o.jpg,False,https://www.yelp.com/biz/bacha-coffee-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,2,['cafes'],3.5,$$,"2 Orchard Turn, #01-15/16, ION Orchard Mall, Singapore 238801, Singapore",+65 6363 1910,1.30408,103.83181,2203.288930017874
Wly5sdR4JykQisjqgSWI_g,candour-coffee-singapore,Candour Coffee,https://s3-media3.fl.yelpcdn.com/bphoto/VicaLXc2gEs9IH38kXosAA/o.jpg,False,https://www.yelp.com/biz/candour-coffee-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,3,['coffee'],5.0,$,"72 Duxton Rd, Singapore 089531, Singapore",+65 9457 0070,1.278156,103.843051,4052.715023079225
fWTX7OI4PXfdxiBQfrNDkg,curious-palette-singapore,Curious Palette,https://s3-media2.fl.yelpcdn.com/bphoto/zJ0QO9lJTSMKUY5YSb-RxQ/o.jpg,False,https://www.yelp.com/biz/curious-palette-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,23,"['bistros', 'bars', 'cafes']",3.5,$$,"64 Prinsep Street, Singapore 188667, Singapore",+65 6238 1068,1.29969,103.850029,1607.4937549606434
3Pv4HG6dH8mRPzf2Cegj5w,apartment-coffee-singapore,Apartment Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/pf5dVlh_M3x9z7hRkLdR2g/o.jpg,False,https://www.yelp.com/biz/apartment-coffee-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,2,['coffeeroasteries'],5.0,$$,"161 Lavender St, #01-12, Singapore 338750, Singapore",,1.31262832655371,103.861088901758,1359.254691300408
wyDfBs1tYSIiBO7HCPKNTg,two-men-bagel-house-singapore,Two Men Bagel House,https://s3-media2.fl.yelpcdn.com/bphoto/TbYmVoo-oODP5arxxrcdTA/o.jpg,False,https://www.yelp.com/biz/two-men-bagel-house-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,76,"['bagels', 'breakfast_brunch', 'sandwiches']",4.5,$,"16 Enggor St, #01-12, Singapore 079717, Singapore",+65 6970 5033,1.27453122493182,103.844383098185,4431.523508905399
pcgXm0oZvybY_JK547k0-Q,tiong-bahru-bakery-singapore-3,Tiong Bahru Bakery,https://s3-media2.fl.yelpcdn.com/bphoto/iWRvzqeYLrWZHCVAIgyShw/o.jpg,False,https://www.yelp.com/biz/tiong-bahru-bakery-singapore-3?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,19,"['bakeries', 'cafes']",4.0,$,"310 Orchard Rd, #01-16B, Singapore 238864, Singapore",+65 6735 3787,1.304629,103.833353,2030.21277600342
B_ucLBe5YSqcWlRiNi1DTA,the-coffee-shot-singapore,The Coffee Shot,https://s3-media2.fl.yelpcdn.com/bphoto/K1kxJjlyzvCwjxrO1HJFPw/o.jpg,False,https://www.yelp.com/biz/the-coffee-shot-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,2,"['coffee', 'cafes']",4.0,$$,"103 Lavender Street, Singapore 338725, Singapore",,1.31137897583866,103.861936820836,1475.2064377447812
tjvZmMQDlTcgqYBNqEZNPg,bread-and-hearth-singapore,Bread & Hearth,https://s3-media2.fl.yelpcdn.com/bphoto/HT_6x3TRXLgpc3vg-7ynpA/o.jpg,False,https://www.yelp.com/biz/bread-and-hearth-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,16,"['coffee', 'bakeries', 'sandwiches']",4.5,$$,"18 Keong Saik Rd, Singapore 089125, Singapore",+65 6534 7800,1.27977,103.84152,3885.940326676208
_pF3At8_bFVt42-qw8wc2w,free-the-robot-singapore,Free the Robot,https://s3-media2.fl.yelpcdn.com/bphoto/HMmRjyYVaBKQ27fp43Ulmw/o.jpg,False,https://www.yelp.com/biz/free-the-robot-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,22,"['cafes', 'coffee']",4.5,$,"118 Telok Ayer, Singapore 068587, Singapore",+65 6438 1836,1.28197250271169,103.848170042038,3575.9336012735826
h9UBN5pq9QdI2w_dNojwzQ,asanoya-singapore,Asanoya,https://s3-media2.fl.yelpcdn.com/bphoto/n5t2zZvLQ1ef43u8oM3m3A/o.jpg,False,https://www.yelp.com/biz/asanoya-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,11,"['bakeries', 'cafes']",4.0,$,"15 Queen Street, #01-03, Singapore 188537, Singapore",+65 6703 8703,1.29805396849366,103.85252058506,1830.178941870757
aZ3LBFssDuRrI5bHbMdoxQ,arabica-singapore-3,% Arabica,https://s3-media2.fl.yelpcdn.com/bphoto/_uS5q0kw-0nSMw6clIFCsw/o.jpg,False,https://www.yelp.com/biz/arabica-singapore-3?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,1,['coffee'],5.0,$$,"313 Orchard Rd, #01-14/15, Singapore 238895, Singapore",+65 6509 0302,1.301088,103.846573,1473.285601775804
NmmHhQXTAFuaRPBPwCth_w,zeppelin-and-co-singapore,Zeppelin & Co,https://s3-media2.fl.yelpcdn.com/bphoto/z56wTTfH1EgUKC7Tdfvdyg/o.jpg,False,https://www.yelp.com/biz/zeppelin-and-co-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,2,"['hifi', 'coffee']",5.0,$$,"1 Rochor Canal Rd, #02-78, Singapore 188504, Singapore",+65 6339 5373,1.30302,103.85304,1308.485268437312
Kt3idgEPOP74hDH5q3DxYA,geisha-specialty-coffee-singapore,Geisha Specialty Coffee,https://s3-media2.fl.yelpcdn.com/bphoto/t0lRTlvsRvYTdUb8K4FGXA/o.jpg,False,https://www.yelp.com/biz/geisha-specialty-coffee-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,5,['cafes'],4.5,$,"175 Bencoolen Street, #01-55 Burlington Square, Singapore 189649, Singapore",+65 9062 5726,1.3022799,103.8530197,1383.0908340251017
wf6y7eja1wRX34f6kxQBJQ,pacamara-boutique-coffee-roasters-singapore,Pacamara Boutique Coffee Roasters,https://s3-media4.fl.yelpcdn.com/bphoto/tlldLYr-7NDxjVMRlHm5zw/o.jpg,False,https://www.yelp.com/biz/pacamara-boutique-coffee-roasters-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,21,"['coffee', 'bakeries']",4.0,$$,"185 Upper Thomson Rd, Singapore 574333, Singapore",,1.35144271853709,103.835413141104,4414.39202238635
e6ZjoT-yg2odjffVX64sgA,da-paolo-gastronomia-orchard-paragon-singapore,Da Paolo Gastronomia - Orchard Paragon,https://s3-media4.fl.yelpcdn.com/bphoto/sAnD2TncpYdEkSIUElUJ7A/o.jpg,False,https://www.yelp.com/biz/da-paolo-gastronomia-orchard-paragon-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,4,"['desserts', 'coffee', 'italian']",4.0,$$,"290 Orchard Rd, #B1-K8, Singapore 238859, Singapore",+65 6738 1462,1.3039085,103.8355742,1871.326596337206
K07cjBEg0EE4Emb03bu3aQ,wanna-cuppa-singapore,WANNA CUPPA,https://s3-media3.fl.yelpcdn.com/bphoto/8QA2dLBjQU0Xi2vn4Cyb-Q/o.jpg,False,https://www.yelp.com/biz/wanna-cuppa-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,8,"['cafes', 'breakfast_brunch', 'desserts']",4.0,$$,"15 New Bridge Rd, Singapore 059385, Singapore",+65 6816 2494,1.2889021,103.8476434,2808.1160557911035
1BuZDAqZWCV3M-vz73sIJw,starbucks-singapore-21,Starbucks,https://s3-media3.fl.yelpcdn.com/bphoto/IhgI9xPvYcm7EQUC9tFWBw/o.jpg,False,https://www.yelp.com/biz/starbucks-singapore-21?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,5,['coffee'],3.5,$,"252 North Bridge Rd, #01-46/47/48, Singapore 179103, Singapore",+65 6333 3083,1.293337,103.853281,2360.742241031555
vBnkxqQDCKnyg2c3jmlGpw,bettr-barista-coffee-academy-singapore,Bettr Barista Coffee Academy,https://s3-media4.fl.yelpcdn.com/bphoto/CezN5BWeVz846eopW6y77g/o.jpg,False,https://www.yelp.com/biz/bettr-barista-coffee-academy-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,1,['coffee'],5.0,$$,"9 Harrison Rd, Singapore 369651, Singapore",+65 6509 0113,1.334054,103.883506,4434.615409144603
wPH26n_oZy4Ywv7JX4puug,alchemist-singapore,Alchemist,https://s3-media4.fl.yelpcdn.com/bphoto/Ye6c7HbYyo6ITu-bB3kZcw/o.jpg,False,https://www.yelp.com/biz/alchemist-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,1,['coffee'],5.0,$$,"10 Anson Rd, #01-34, Singapore 079903, Singapore",,1.27587,103.84589,4251.888538146216
Zx7gcrXMkXJvTiBkZ6WYoQ,tcc-the-connoisseur-concerto-singapore-13,TCC The Connoisseur Concerto,https://s3-media4.fl.yelpcdn.com/bphoto/bKhbw-7WvD7KO2Gem2wkCw/o.jpg,False,https://www.yelp.com/biz/tcc-the-connoisseur-concerto-singapore-13?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,1,['coffee'],5.0,$$,"Block 3E River Valley Rd, #01-01, Singapore 179024, Singapore",+65 6336 1121,1.29008583926205,103.846327343526,2688.6065532360217
j_UCV0m4jtXfxNVxipL2Dg,the-alley-singapore,The Alley,https://s3-media2.fl.yelpcdn.com/bphoto/hBspmQx0XZObswwEQAxPXg/o.jpg,False,https://www.yelp.com/biz/the-alley-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,1,['cafes'],4.0,$$,"21 Keong Saik Road, Singapore 089128, Singapore",+65 6223 1334,1.27976,103.8413162,3913.2711999543008
TWlz0A3bvUg3_4RB-e576w,d-good-cafe-singapore-3,D'Good Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/5iz6QmbbT7V4LL6_i1XyRg/o.jpg,False,https://www.yelp.com/biz/d-good-cafe-singapore-3?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,5,['cafes'],4.0,$$,"391 Orchard Rd, #B1-56 Takashimaya S C Ngee Ann City, Singapore 238872, Singapore",+65 6694 1411,1.30282103742712,103.834508210421,2039.0391894607387
lKq2zgvU-4ymPYQbxRcvuw,manicurious-singapore,Manicurious,https://s3-media2.fl.yelpcdn.com/bphoto/qJanoFm8-msXn0nTvsGRsw/o.jpg,False,https://www.yelp.com/biz/manicurious-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,26,"['coffee', 'othersalons']",4.0,$$,"41 Beach Road, Singapore 189680, Singapore",+65 6333 9096,1.29611851903467,103.855933696924,2147.0448674992385
