index,shop,userid,userinfo,rating,date,photos,username,language,text
8,twg-tea-on-the-bay-singapore,ytb1dhBJNMtgWRqJ5sWmKA,"{'link': '/user_details?userid=ytb1dhBJNMtgWRqJ5sWmKA', 'src': 'https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png', 'srcSet': None, 'markupDisplayName': 'Andrej Z.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Andrej Z.', 'userUrl': '/user_details?userid=ytb1dhBJNMtgWRqJ5sWmKA', 'partnerAlias': None, 'friendCount': 0, 'photoCount': None, 'reviewCount': 1, 'eliteYear': None}",2,12/26/2013,[],Andrej Z.,en,"Visited TWG this week for the first time and also the last time. Expected a good experience to celebrate a certain milestone with my friend, instead I was leaving highly dissapointed and pissed.<br&gt;<br&gt;The good thing - location, food was OK too (little portion, but I guess that&amp;#39;s fine for these restaurants). Dessert was exceptional.<br&gt;<br&gt;Epic fail - service. <br&gt;1 - we arrived and got seated. Had to wait around 5 minutes to get the menu. It should be noted that the restaurant was half-empty with only few tables occupied and there were around 4-5 people on the service. Our impatient looks were ignored. Some of the people who arrived LATER got their menu instantly. Why?<br&gt;2 - I ordered Ice tea with a special request for only 1-2 ice cubes. The waiter seemed to understand but brought tea full of ice.<br&gt;3 - after finishing the main dish, we were supposed to get a dessert. It wasn&amp;#39;t coming for a while. After my enquiry (again, we had to wait some time before somebody noticed), the waiter who got the question talked to his colleague who gave a &amp;#34;WTF does this guy want?&amp;#34; look. And then one more time. When I finally got the dessert from the &amp;#34;looky&amp;#34; guy, he didn&amp;#39;t say a word (which reminds me that none of the dishes actually got any introduction or a nice word).<br&gt;4 - the biggest problem is the inconsistency in the service. Some of the tables got almost constant attention from some of the staff, while we were being ignored for most of the time. Why? It made us feel like we&amp;#39;re something less.<br&gt;<br&gt;It&amp;#39;s a shame that this food doesn&amp;#39;t have a corresponding level of service. Never ever."
0,sapporo-petit-doughnut-singapore,uS0DagEFXrBbuGBLJxzKGQ,"{'link': '/user_details?userid=uS0DagEFXrBbuGBLJxzKGQ', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/Xwf_YNrEcBQq5ygkEfj9MQ/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/Xwf_YNrEcBQq5ygkEfj9MQ/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/Xwf_YNrEcBQq5ygkEfj9MQ/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/Xwf_YNrEcBQq5ygkEfj9MQ/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/Xwf_YNrEcBQq5ygkEfj9MQ/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/Xwf_YNrEcBQq5ygkEfj9MQ/180s.jpg 3.00x', 'markupDisplayName': 'Mun Kiat K.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Mun Kiat K.', 'userUrl': '/user_details?userid=uS0DagEFXrBbuGBLJxzKGQ', 'partnerAlias': None, 'friendCount': 1, 'photoCount': 194, 'reviewCount': 203, 'eliteYear': None}",3,8/19/2012,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/52U2wq6u10I3HKUQdfSc1A/300s.jpg', 'link': '/biz_photos/sapporo-petit-doughnut-singapore?reviewid=jbvvWodGhFFON_twO774Rw&amp;select=52U2wq6u10I3HKUQdfSc1A', 'altText': 'Photo of Sapporo Petit Doughnut - Singapore, Singapore', 'width': 300, 'height': 300, 'caption': ''}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/iWjqt4PDz-VGnSNYC8hXPg/300s.jpg', 'link': '/biz_photos/sapporo-petit-doughnut-singapore?reviewid=jbvvWodGhFFON_twO774Rw&amp;select=iWjqt4PDz-VGnSNYC8hXPg', 'altText': 'Photo of Sapporo Petit Doughnut - Singapore, Singapore', 'width': 300, 'height': 300, 'caption': ''}]",Mun Kiat K.,en,"Singaporeans are a crazy crazy bunch of food lovers. When one stall is set up and gets extremely good reviews, that stall better be prepared to handle large crowds. Donut fever hit Singapore more than 2 years ago and while it has cooled down significantly, Singaporeans still love a new novelty donut stall now and then.<br&gt;<br&gt;Sapporo petit donut, as its name implies, sells small donuts. Very small sized in my opinion. But the method of making it reminds me of the Japanese Taiyaki, fished shaped waffles with filling. Seems like a good fusion of western donut and Japanese style confectionery. <br&gt;<br&gt;It comes in a few flavors at 8 mini donuts at $4.80. I picked red bean, chocolate and custard flavors in my selection of 8. Popping them into my mouth, I felt that they were really normal donuts and the fillings were really not that special. Normal chocolate flavor, normal custard-like texture, normal red bean sweetness. <br&gt;<br&gt;Overall, it&amp;#39;s a pretty ok snack if you&amp;#39;re feeling slightly rich. Don&amp;#39;t expect it to fill your stomach though, even 8 donuts seemed abit too little."
0,rong-liang-restuarant-singapore,BSzE4Vu-yzyTMSJpwZtIBw,"{'link': '/user_details?userid=BSzE4Vu-yzyTMSJpwZtIBw', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/4UU_q6qQQzNbbsdLClZLZQ/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/4UU_q6qQQzNbbsdLClZLZQ/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/4UU_q6qQQzNbbsdLClZLZQ/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/4UU_q6qQQzNbbsdLClZLZQ/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/4UU_q6qQQzNbbsdLClZLZQ/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/4UU_q6qQQzNbbsdLClZLZQ/180s.jpg 3.00x', 'markupDisplayName': 'Caspere L.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Caspere L.', 'userUrl': '/user_details?userid=BSzE4Vu-yzyTMSJpwZtIBw', 'partnerAlias': None, 'friendCount': 9, 'photoCount': 356, 'reviewCount': 169, 'eliteYear': None}",4,7/22/2016,[],Caspere L.,en,"One of those with good roast duck! I have been here a few time becos we love the duck. <br&gt;<br&gt;The sauce is pretty sweet and it&amp;#39;s easy for lot of people to like it. When the duck slices are dipped in that chilli, it is very appetizing, and goes very well with rice.<br&gt;<br&gt;They have soups too. Some of the soups sell out fast, and those remaining is usually slightly plain. <br&gt;<br&gt;The char siew is lean and nice, lots of people likes it too. If they are slightly fattier, it would be heavenly."
1,rong-liang-restuarant-singapore,pDk2mjq7RTpIc6AWIvrbfw,"{'link': '/user_details?userid=pDk2mjq7RTpIc6AWIvrbfw', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/x9g-xWhKoZUphLVKLFUVOg/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/x9g-xWhKoZUphLVKLFUVOg/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/x9g-xWhKoZUphLVKLFUVOg/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/x9g-xWhKoZUphLVKLFUVOg/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/x9g-xWhKoZUphLVKLFUVOg/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/x9g-xWhKoZUphLVKLFUVOg/180s.jpg 3.00x', 'markupDisplayName': 'Fang Wei G.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Fang Wei G.', 'userUrl': '/user_details?userid=pDk2mjq7RTpIc6AWIvrbfw', 'partnerAlias': None, 'friendCount': 71, 'photoCount': 208, 'reviewCount': 208, 'eliteYear': None}",4,6/2/2016,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/RIXxHHsUzNmo2xwZszcOsQ/300s.jpg', 'link': '/biz_photos/rong-liang-restuarant-singapore?reviewid=vpzceC1gh1PnVkiMDOhizQ&amp;select=RIXxHHsUzNmo2xwZszcOsQ', 'altText': 'Photo of Rong Liang Restuarant - Singapore, Singapore. Entrance of the coffee shop', 'width': 300, 'height': 300, 'caption': 'Entrance of the coffee shop'}]",Fang Wei G.,en,"Rong Liang Restaurant Pte Ltd has the word &amp;#34;restaurant&amp;#34; in its name but it&amp;#39;s really a coffee shop. A stone&amp;#39;s throw away from the more visible hawker centre along the main road in West Coast, it is frequented by people who are regular customers or heard of it through word of mouth. It is usually crowded but the turnaround is fast. This is a paradise for people who love roasted meat. We went in a group and ordered roasted pork, char siew and roasted duck for sharing. I would say this is an all-round place because there is a variety of appetizing soup and the vegetables are nicely cooked. Even my friend who is not into vegetables kept taking more helpings of the stir fried kai lan. If you are in the area, definitely drop by!"
2,rong-liang-restuarant-singapore,N6-1lKl1pibMHsjpgv6o2w,"{'link': '/user_details?userid=N6-1lKl1pibMHsjpgv6o2w', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/U-DKaJ5QCFNIJxib6BnN9g/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/U-DKaJ5QCFNIJxib6BnN9g/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/U-DKaJ5QCFNIJxib6BnN9g/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/U-DKaJ5QCFNIJxib6BnN9g/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/U-DKaJ5QCFNIJxib6BnN9g/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/U-DKaJ5QCFNIJxib6BnN9g/180s.jpg 3.00x', 'markupDisplayName': 'Lek W.', 'displayLocation': 'Keppel, Singapore, Singapore', 'altText': 'Lek W.', 'userUrl': '/user_details?userid=N6-1lKl1pibMHsjpgv6o2w', 'partnerAlias': None, 'friendCount': 0, 'photoCount': 25, 'reviewCount': 11, 'eliteYear': None}",4,1/16/2014,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/80KbvN7xuA31mOfBBr-ndw/300s.jpg', 'link': '/biz_photos/rong-liang-restuarant-singapore?reviewid=cn-9J4Zqygjj70kAhFzeNA&amp;select=80KbvN7xuA31mOfBBr-ndw', 'altText': 'Photo of Rong Liang Restuarant - Singapore, Singapore', 'width': 300, 'height': 300, 'caption': None}]",Lek W.,en,"I ordered the roasted duck noodle for $3. The roasted duck meat was thinly sliced while the skin was quite crispy. The meat was very delicious especially with the sauce. However the noodle was cooked a bit soft and tasted soggy. Else I would have given 5 stars to them. For this price, one cannot expect too much anyway."
3,rong-liang-restuarant-singapore,yyAxdM61uwjxbPb288BruA,"{'link': '/user_details?userid=yyAxdM61uwjxbPb288BruA', 'src': 'https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png', 'srcSet': None, 'markupDisplayName': 'Tim L.', 'displayLocation': 'Stuttgart, Germany', 'altText': 'Tim L.', 'userUrl': '/user_details?userid=yyAxdM61uwjxbPb288BruA', 'partnerAlias': None, 'friendCount': 0, 'photoCount': 8, 'reviewCount': 4, 'eliteYear': None}",4,1/8/2018,[],Tim L.,en,"It looks like one of the popular local resturants in that area. The price is reasonable, but I think the rice and the pork are dry. Maybe that is the reason why they always ask you what to drink... Btw, the soup there is good."
4,rong-liang-restuarant-singapore,J-NdrqdYuaBZnD8zo9pgjg,"{'link': '/user_details?userid=J-NdrqdYuaBZnD8zo9pgjg', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/iT_ObxOBstUqpDOE5wL15w/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/iT_ObxOBstUqpDOE5wL15w/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/iT_ObxOBstUqpDOE5wL15w/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/iT_ObxOBstUqpDOE5wL15w/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/iT_ObxOBstUqpDOE5wL15w/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/iT_ObxOBstUqpDOE5wL15w/180s.jpg 3.00x', 'markupDisplayName': 'Augustine S.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Augustine S.', 'userUrl': '/user_details?userid=J-NdrqdYuaBZnD8zo9pgjg', 'partnerAlias': None, 'friendCount': 14, 'photoCount': 315, 'reviewCount': 320, 'eliteYear': None}",4,9/2/2012,[],Augustine S.,en,"I&amp;#39;d say these guys are roast meat specialists. The meats are really tasty and they all have that signature smoky roast flavour. YUM. I had the boneless duck meat rice and it came sliced pretty thinly, but so very very tender. <br&gt;<br&gt;They also sell a variety of soups. If i&amp;#39;m not wrong, about 10 or so different choices of soups which apparently are very good and value for money. I havent tried them for myself but my friend who was with me concluded that the meal was very much worth it.<br&gt;<br&gt;But based on the meat alone, I&amp;#39;d say the same thing too!"
5,rong-liang-restuarant-singapore,7SfAHIf_hNYrRdhew4pmlA,"{'link': '/user_details?userid=7SfAHIf_hNYrRdhew4pmlA', 'src': 'https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png', 'srcSet': None, 'markupDisplayName': 'Choo Yao Chuen C.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Choo Yao Chuen C.', 'userUrl': '/user_details?userid=7SfAHIf_hNYrRdhew4pmlA', 'partnerAlias': None, 'friendCount': 12, 'photoCount': None, 'reviewCount': 120, 'eliteYear': None}",4,1/10/2015,[],Choo Yao Chuen C.,en,This place serves roast duck and char siew which is to die for. I would rate it just a notch below the high-end cantonese cuisine restaurants at a fraction of the price. The soup here is also a must-try. Definitely my first choice for duck char siew rice when I am on the go.
0,starbucks-singapore-23,2arW6KJ-BAoAfNrYC7zaPA,"{'link': '/user_details?userid=2arW6KJ-BAoAfNrYC7zaPA', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/Yllt8_KXyyZskUN93mlRbg/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/Yllt8_KXyyZskUN93mlRbg/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/Yllt8_KXyyZskUN93mlRbg/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/Yllt8_KXyyZskUN93mlRbg/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/Yllt8_KXyyZskUN93mlRbg/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/Yllt8_KXyyZskUN93mlRbg/180s.jpg 3.00x', 'markupDisplayName': 'Joe N.', 'displayLocation': 'Bukit Timah, Singapore, Singapore', 'altText': 'Joe N.', 'userUrl': '/user_details?userid=2arW6KJ-BAoAfNrYC7zaPA', 'partnerAlias': None, 'friendCount': 58, 'photoCount': 2152, 'reviewCount': 279, 'eliteYear': 2022}",5,10/6/2013,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/mhCbwWx6N2p8gV0CK9Kqww/300s.jpg', 'link': '/biz_photos/starbucks-singapore-23?reviewid=tPKCR63A09soiUYbOi5UQQ&amp;select=mhCbwWx6N2p8gV0CK9Kqww', 'altText': 'Photo of Starbucks - Singapore, Singapore', 'width': 300, 'height': 300, 'caption': None}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/VXGCeA-zc37LtCSKgUk-GQ/300s.jpg', 'link': '/biz_photos/starbucks-singapore-23?reviewid=tPKCR63A09soiUYbOi5UQQ&amp;select=VXGCeA-zc37LtCSKgUk-GQ', 'altText': 'Photo of Starbucks - Singapore, Singapore', 'width': 300, 'height': 300, 'caption': None}]",Joe N.,en,"Jeremy H is right, this joint has been around a very long time. In fact I can remember when there was a very small car park out front where you could safely leave your car curbside forever without risking a ticket, which made this a great pit stop and place to just chill out.  It also made it accessible.  These days there&amp;#39;s absolutely no need to risk a run in with the LTA since the Holland MRT exit is right on the doorstep of this grand old lady of a &amp;#39;bucks. <br&gt;<br&gt;The store has also recently been made over with a nice brightly-lit minimalist interior.  I have mixed feelings about the change from the cosy, slightly dingy and definitely kitschy, stuffed couch dimly lit HV &amp;#39;bucks of yesteryear.  It always made me feel like I was hanging out at a cooky aunt&amp;#39;s parlor. This looks like a proper coffee shop now. I&amp;#39;m sure unencumbered by nostalgia, any visitor to Starbucks at Holland Village will feel welcome and be impressed by the shiny clean interior. <br&gt;<br&gt;I still love coming here and you could do a lot worse than giving them some of your time and money to luxuriate in clean minimalist comfort whilst you plot your next Yelp check-in."
1,starbucks-singapore-23,4QH1K9NOmYcMu9PcD--wmg,"{'link': '/user_details?userid=4QH1K9NOmYcMu9PcD--wmg', 'src': 'https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png', 'srcSet': None, 'markupDisplayName': 'Max C.', 'displayLocation': 'Palo Alto, CA', 'altText': 'Max C.', 'userUrl': '/user_details?userid=4QH1K9NOmYcMu9PcD--wmg', 'partnerAlias': None, 'friendCount': 0, 'photoCount': 1, 'reviewCount': 5, 'eliteYear': None}",1,12/19/2020,[],Max C.,en,No laptops of tablets allowed.its too bad because other starbucks allow it. And there is plenty of space inside
2,starbucks-singapore-23,HlW0quOL0sitFML85ckahw,"{'link': '/user_details?userid=HlW0quOL0sitFML85ckahw', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/_cHnpmPiqosrfBMVdX6Jvw/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/_cHnpmPiqosrfBMVdX6Jvw/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/_cHnpmPiqosrfBMVdX6Jvw/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/_cHnpmPiqosrfBMVdX6Jvw/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/_cHnpmPiqosrfBMVdX6Jvw/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/_cHnpmPiqosrfBMVdX6Jvw/180s.jpg 3.00x', 'markupDisplayName': 'Elvina M.', 'displayLocation': 'New York, NY', 'altText': 'Elvina M.', 'userUrl': '/user_details?userid=HlW0quOL0sitFML85ckahw', 'partnerAlias': None, 'friendCount': 14, 'photoCount': None, 'reviewCount': 22, 'eliteYear': None}",5,4/30/2018,[],Elvina M.,en,"Great location right at mrt stop, spacious enough with lotf os seatings, most customers who sit there are students"
3,starbucks-singapore-23,Km7woIpcS9pj-BD6cmE4cg,"{'link': '/user_details?userid=Km7woIpcS9pj-BD6cmE4cg', 'src': 'https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png', 'srcSet': None, 'markupDisplayName': 'Kweeing N.', 'displayLocation': 'Fair Lawn, NJ', 'altText': 'Kweeing N.', 'userUrl': '/user_details?userid=Km7woIpcS9pj-BD6cmE4cg', 'partnerAlias': None, 'friendCount': 0, 'photoCount': 14, 'reviewCount': 27, 'eliteYear': None}",1,8/7/2017,[],Kweeing N.,en,"Today is Aug 8, eve of National Holiday.  The online schedule for this Holland Village store indicates 24hrs on eve of a major holiday and yet when I was there at 6am, the store is pitch dark.  There&amp;#39;s no signage whatsoever on the store front.  In addition<br&gt;from my google search the phone number listed for this store is a Fax number.  Very inefficient and bad fir business.  When I dial the store number listed on YELP, I received a message saying this number you dialed is not on service.  Food for thought."
4,starbucks-singapore-23,37veRneM-BBpXzSNw-jCGw,"{'link': '/user_details?userid=37veRneM-BBpXzSNw-jCGw', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/65kZi1rDm-SZPlVUo2W9iQ/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/65kZi1rDm-SZPlVUo2W9iQ/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/65kZi1rDm-SZPlVUo2W9iQ/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/65kZi1rDm-SZPlVUo2W9iQ/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/65kZi1rDm-SZPlVUo2W9iQ/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/65kZi1rDm-SZPlVUo2W9iQ/180s.jpg 3.00x', 'markupDisplayName': 'Jeremy H.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Jeremy H.', 'userUrl': '/user_details?userid=37veRneM-BBpXzSNw-jCGw', 'partnerAlias': None, 'friendCount': 5, 'photoCount': 102, 'reviewCount': 90, 'eliteYear': None}",4,8/19/2012,[],Jeremy H.,en,"This Starbucks has been around for ages and when I say ages, I mean I&amp;#39;ve been coming here since I was a geeky student in secondary school some 13-14 years ago! Holland Village has been a favorite haunt for my friends as our school at Dover Road was a short bus ride away. The second floor of Starbucks quickly became our study spot while preparing for our O Levels. It is actually hard to get a seat on the second floor - much more comfortable compared to the first floor with sofas and all. But the downside is the alfresco seating area is where smokers smoke so you get the occasional whiff of second hand smoke as well.<br&gt;<br&gt;Back in the day we would arrive early in the morning, grab a venti-sized coffee and plonk ourselves down on a prized seat, study and do endless 10-year series questions, grab lunch from Cold Storage and sneak it in to Starbucks. Maybe another venti-sized coffee after lunch. Fun times!"
5,starbucks-singapore-23,Cd8OdDB6wJxurtAgU-IgHA,"{'link': '/user_details?userid=Cd8OdDB6wJxurtAgU-IgHA', 'src': 'https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png', 'srcSet': None, 'markupDisplayName': 'K R.', 'displayLocation': 'New York, NY', 'altText': 'K R.', 'userUrl': '/user_details?userid=Cd8OdDB6wJxurtAgU-IgHA', 'partnerAlias': None, 'friendCount': 258, 'photoCount': 191, 'reviewCount': 236, 'eliteYear': None}",3,8/29/2012,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/oueOsbLwMlRtiw8JCDpavQ/300s.jpg', 'link': '/biz_photos/starbucks-singapore-23?reviewid=6TRRtVmqj2Wal_EHtrp-Xw&amp;select=oueOsbLwMlRtiw8JCDpavQ', 'altText': 'Photo of Starbucks - Singapore, Singapore', 'width': 300, 'height': 300, 'caption': ''}]",K R.,en,"The Starbucks in Holland Village is a two story outlet. This Starbucks is always filled with a lot of students and people studying. Expect the regular Starbucks drinks and food menu here. <br&gt;<br&gt;Staff is really friendly here. Im always greeted with a smile and a little bit of conversation. It gets a bit crowded here on the weekends but weekday nights are usually pretty quiet. Don&amp;#39;t sit upstairs though, it can get pretty messy and dirty with people hanging out for hours."
0,sg-rainbow-cafe-singapore,t5XN2Lmv_VeXRSw9YdGf_w,"{'link': '/user_details?userid=t5XN2Lmv_VeXRSw9YdGf_w', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/6hS9Q2lsqWbjSi3Sqfc7Kw/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/6hS9Q2lsqWbjSi3Sqfc7Kw/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/6hS9Q2lsqWbjSi3Sqfc7Kw/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/6hS9Q2lsqWbjSi3Sqfc7Kw/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/6hS9Q2lsqWbjSi3Sqfc7Kw/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/6hS9Q2lsqWbjSi3Sqfc7Kw/180s.jpg 3.00x', 'markupDisplayName': 'Jessica G.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Jessica G.', 'userUrl': '/user_details?userid=t5XN2Lmv_VeXRSw9YdGf_w', 'partnerAlias': None, 'friendCount': 38, 'photoCount': 1000, 'reviewCount': 319, 'eliteYear': None}",3,1/22/2017,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/VsuhjRb11u3MWmqX1dUzCw/180s.jpg', 'link': '/biz_photos/sg-rainbow-cafe-singapore?reviewid=kqixBkZuYopZk4AKgrHDCQ&amp;select=VsuhjRb11u3MWmqX1dUzCw', 'altText': 'Photo of SG Rainbow Cafe - Singapore, Singapore. Chicken Chop Rice set', 'width': 180, 'height': 180, 'caption': 'Chicken Chop Rice set'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/kSOA4NYgqnRKxWAcgmzXvQ/180s.jpg', 'link': '/biz_photos/sg-rainbow-cafe-singapore?reviewid=kqixBkZuYopZk4AKgrHDCQ&amp;select=kSOA4NYgqnRKxWAcgmzXvQ', 'altText': 'Photo of SG Rainbow Cafe - Singapore, Singapore. Tom Yum Soup with Tanghoon', 'width': 180, 'height': 180, 'caption': 'Tom Yum Soup with Tanghoon'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/AACCBf-1VtRmCF_CuWqfBw/180s.jpg', 'link': '/biz_photos/sg-rainbow-cafe-singapore?reviewid=kqixBkZuYopZk4AKgrHDCQ&amp;select=AACCBf-1VtRmCF_CuWqfBw', 'altText': 'Photo of SG Rainbow Cafe - Singapore, Singapore. Basil Chicken Rice with Egg', 'width': 180, 'height': 180, 'caption': 'Basil Chicken Rice with Egg'}]",Jessica G.,en,"This is a new cafe that opened near my home and we ordered:<br&gt;Basil Chicken Rice with Egg - they have a spicy and non-spicy version and we opted for a non-spicy as my girl is not sure if she can handle the spice level here. She loved it! I had a mouthful and it&amp;#39;s actually pretty good. Good flavours without being overly salty. <br&gt;<br&gt;Tom Yum Soup with Tanghoon - I&amp;#39;m happy that its not the instant Tom Yum sauce version. The soup is slightly creamy and tasty. The ingredients is about 3 slices of fish and 3 medium sized prawns. I will order this again. <br&gt;<br&gt;Chicken Chop Rice Set - my girl insisted that I try her Rice and chicken Chop although I told her, deep-fried chicken Chop taste the same anywhere. Which it was, it&amp;#39;s ok nice. <br&gt;<br&gt;We&amp;#39;ll come back for the Basil Chicken and Tom Yum for sure!"
0,dulcet-and-studio-singapore,PS0uGpc0Cwx40hMk6zolag,"{'link': '/user_details?userid=PS0uGpc0Cwx40hMk6zolag', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/62o1_fGkAR4G_7hAPT6J0Q/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/62o1_fGkAR4G_7hAPT6J0Q/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/62o1_fGkAR4G_7hAPT6J0Q/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/62o1_fGkAR4G_7hAPT6J0Q/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/62o1_fGkAR4G_7hAPT6J0Q/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/62o1_fGkAR4G_7hAPT6J0Q/180s.jpg 3.00x', 'markupDisplayName': 'Sheren H.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Sheren H.', 'userUrl': '/user_details?userid=PS0uGpc0Cwx40hMk6zolag', 'partnerAlias': None, 'friendCount': 10, 'photoCount': 11, 'reviewCount': 114, 'eliteYear': None}",4,9/15/2012,[],Sheren H.,en,"i&amp;#39;m giving this place 4 stars because i love the cakes that was formerly at b1 (tampopo deli). but i docked 1 star because the food they serve is pretty crappy. <br&gt;the soup was too oily, the pasta was too salty...though the quality of the pasta itself was good, just the sauce was a bit much. <br&gt;<br&gt;if you&amp;#39;re new to this place, try the scoop cake, puddings, or cream puff."
