id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
WcplImvDHJWw3VU4o-YYOg,awesome-coffee-singapore,Awesome Coffee,https://s3-media3.fl.yelpcdn.com/bphoto/WzUIo_oDkJEEnkF7SB2ieg/o.jpg,False,https://www.yelp.com/biz/awesome-coffee-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,2,"[{'alias': 'cafes', 'title': 'Cafes'}]",4.0,"{'latitude': 1.29966, 'longitude': 103.8557129}",[],$,"{'address1': '200 Victoria Street', 'address2': '#B1-K25, Bugis Junction', 'address3': '', 'city': 'Singapore', 'zip_code': '188021', 'country': 'SG', 'state': 'SG', 'display_address': ['200 Victoria Street', '#B1-K25, Bugis Junction', 'Singapore 188021', 'Singapore']}",+6590180027,+65 9018 0027,1848.6756060245043
Mzib8GyKhPpQtOhIK7xlJA,sweetspot-singapore-2,SweetSpot,https://s3-media2.fl.yelpcdn.com/bphoto/uwNCxyD__Usfa3Bdxyz2PA/o.jpg,False,https://www.yelp.com/biz/sweetspot-singapore-2?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,11,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.0,"{'latitude': 1.28221, 'longitude': 103.85845}",[],$$,"{'address1': '10 Bayfront Ave', 'address2': 'Lobby, Hotel Tower 3', 'address3': 'Marina Bay Sands', 'city': 'Singapore', 'zip_code': '018974', 'country': 'SG', 'state': 'SG', 'display_address': ['10 Bayfront Ave', 'Lobby, Hotel Tower 3', 'Marina Bay Sands', 'Singapore 018974', 'Singapore']}",+6566888588,+65 6688 8588,3301.598360633203
MbETVtHRXdEQwA3zKn6Rig,brunches-cafe-singapore-3,Brunches Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/u-CGbUmAk8BD-Kgkeh0bnA/o.jpg,False,https://www.yelp.com/biz/brunches-cafe-singapore-3?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,26,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 1.314428, 'longitude': 103.853973}",[],$$,"{'address1': '96 Rangoon Rd', 'address2': '', 'address3': '', 'city': 'Singapore', 'zip_code': '218375', 'country': 'SG', 'state': 'SG', 'display_address': ['96 Rangoon Rd', 'Singapore 218375', 'Singapore']}",+6586858488,+65 8685 8488,559.0589934154696
q32QocDgQx2KN53HnuTvOA,boyles-coffee-x-cold-brew-bar-singapore,Boyle's Coffee x Cold Brew Bar,https://s3-media3.fl.yelpcdn.com/bphoto/MCGbLNVPrmG5_U3sdVB_5w/o.jpg,False,https://www.yelp.com/biz/boyles-coffee-x-cold-brew-bar-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,1,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",5.0,"{'latitude': 1.29605, 'longitude': 103.85865}",[],,"{'address1': '3 Temasek Boulevard', 'address2': '#B1-106', 'address3': '', 'city': 'Singapore', 'zip_code': '038984', 'country': 'SG', 'state': 'SG', 'display_address': ['3 Temasek Boulevard', '#B1-106', 'Singapore 038984', 'Singapore']}",+6563867875,+65 6386 7875,2450.449777712243
ELlfI6dj75OtbEwibLB4eA,hygge-singapore,Hygge,https://s3-media4.fl.yelpcdn.com/bphoto/1URGCtLIjnBgXQeQAQlstw/o.jpg,False,https://www.yelp.com/biz/hygge-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,2,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 1.30090324902319, 'longitude': 103.858958052205}",[],,"{'address1': '37 Haji Lane', 'address2': '', 'address3': None, 'city': 'Singapore', 'zip_code': '189243', 'country': 'SG', 'state': 'SG', 'display_address': ['37 Haji Lane', 'Singapore 189243', 'Singapore']}",+6585887869,+65 8588 7869,1843.2305580953189
b12Q3IZjMfpvidL5gWrH4A,bacha-coffee-singapore,Bacha Coffee,https://s3-media4.fl.yelpcdn.com/bphoto/9CpIaGG1o8towsjOku0xbw/o.jpg,False,https://www.yelp.com/biz/bacha-coffee-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,2,"[{'alias': 'cafes', 'title': 'Cafes'}]",3.5,"{'latitude': 1.30408, 'longitude': 103.83181}",[],,"{'address1': '2 Orchard Turn', 'address2': '#01-15/16', 'address3': 'ION Orchard Mall', 'city': 'Singapore', 'zip_code': '238801', 'country': 'SG', 'state': 'SG', 'display_address': ['2 Orchard Turn', '#01-15/16', 'ION Orchard Mall', 'Singapore 238801', 'Singapore']}",+6563631910,+65 6363 1910,2203.288930017874
Wly5sdR4JykQisjqgSWI_g,candour-coffee-singapore,Candour Coffee,https://s3-media3.fl.yelpcdn.com/bphoto/VicaLXc2gEs9IH38kXosAA/o.jpg,False,https://www.yelp.com/biz/candour-coffee-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",5.0,"{'latitude': 1.278156, 'longitude': 103.843051}",[],$,"{'address1': '72 Duxton Rd', 'address2': None, 'address3': '', 'city': 'Singapore', 'zip_code': '089531', 'country': 'SG', 'state': 'SG', 'display_address': ['72 Duxton Rd', 'Singapore 089531', 'Singapore']}",+6594570070,+65 9457 0070,4052.7150230792245
fWTX7OI4PXfdxiBQfrNDkg,curious-palette-singapore,Curious Palette,https://s3-media2.fl.yelpcdn.com/bphoto/zJ0QO9lJTSMKUY5YSb-RxQ/o.jpg,False,https://www.yelp.com/biz/curious-palette-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,23,"[{'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'cafes', 'title': 'Cafes'}]",3.5,"{'latitude': 1.29969, 'longitude': 103.850029}",[],$$,"{'address1': '64 Prinsep Street', 'address2': '', 'address3': '', 'city': 'Singapore', 'zip_code': '188667', 'country': 'SG', 'state': 'SG', 'display_address': ['64 Prinsep Street', 'Singapore 188667', 'Singapore']}",+6562381068,+65 6238 1068,1607.4937549606434
3Pv4HG6dH8mRPzf2Cegj5w,apartment-coffee-singapore,Apartment Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/pf5dVlh_M3x9z7hRkLdR2g/o.jpg,False,https://www.yelp.com/biz/apartment-coffee-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,2,"[{'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}]",5.0,"{'latitude': 1.31262832655371, 'longitude': 103.861088901758}",[],,"{'address1': '161 Lavender St', 'address2': '#01-12', 'address3': None, 'city': 'Singapore', 'zip_code': '338750', 'country': 'SG', 'state': 'SG', 'display_address': ['161 Lavender St', '#01-12', 'Singapore 338750', 'Singapore']}",,,1359.254691300408
wyDfBs1tYSIiBO7HCPKNTg,two-men-bagel-house-singapore,Two Men Bagel House,https://s3-media2.fl.yelpcdn.com/bphoto/TbYmVoo-oODP5arxxrcdTA/o.jpg,False,https://www.yelp.com/biz/two-men-bagel-house-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,76,"[{'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 1.27453122493182, 'longitude': 103.844383098185}",[],$,"{'address1': '16 Enggor St', 'address2': '#01-12', 'address3': '', 'city': 'Singapore', 'zip_code': '079717', 'country': 'SG', 'state': 'SG', 'display_address': ['16 Enggor St', '#01-12', 'Singapore 079717', 'Singapore']}",+6569705033,+65 6970 5033,4431.523508905399
pcgXm0oZvybY_JK547k0-Q,tiong-bahru-bakery-singapore-3,Tiong Bahru Bakery,https://s3-media2.fl.yelpcdn.com/bphoto/iWRvzqeYLrWZHCVAIgyShw/o.jpg,False,https://www.yelp.com/biz/tiong-bahru-bakery-singapore-3?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,19,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,"{'latitude': 1.304629, 'longitude': 103.833353}",[],$,"{'address1': '310 Orchard Rd', 'address2': '#01-16B', 'address3': '', 'city': 'Singapore', 'zip_code': '238864', 'country': 'SG', 'state': 'SG', 'display_address': ['310 Orchard Rd', '#01-16B', 'Singapore 238864', 'Singapore']}",+6567353787,+65 6735 3787,2030.21277600342
B_ucLBe5YSqcWlRiNi1DTA,the-coffee-shot-singapore,The Coffee Shot,https://s3-media2.fl.yelpcdn.com/bphoto/K1kxJjlyzvCwjxrO1HJFPw/o.jpg,False,https://www.yelp.com/biz/the-coffee-shot-singapore?adjust_creative=Rwp5m7-b8TP-hf0-i4DijQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Rwp5m7-b8TP-hf0-i4DijQ,2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,"{'latitude': 1.31137897583866, 'longitude': 103.861936820836}",[],$$,"{'address1': '103 Lavender Street', 'address2': '', 'address3': '', 'city': 'Singapore', 'zip_code': '338725', 'country': 'SG', 'state': 'SG', 'display_address': ['103 Lavender Street', 'Singapore 338725', 'Singapore']}",,,1475.2064377447812
